id,store_name,contact_person,contact_number,address,area,landmark,city,state,country,pincode,google_location_url,latitude,longitude,status,notes,created_at
237,Peppercorn Traders Pvt. Ltd,,9841789732,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/iaxJBfprk1iMukTA8,,,prospect,,2026-04-15 09:27:17
238,S B P Kirana Store,Jitendra Pradhan,01-5440253,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/UwSM7SqjBd9quAKd7,,,prospect,,2026-04-15 09:27:17
239,Pya Pukhu Khadyanna Store,,9763242712,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/BZsvm9543oucVuib8,,,prospect,,2026-04-15 09:27:17
240,Om Shree Mahalaxmi Store,,9841218707,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/vShwC9amKEMBKtm68,,,prospect,,2026-04-15 09:27:17
241,Kirana Pasal,Sailendra,9808080686,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/scCTDw7aqD3AdJj59,,,prospect,,2026-04-15 09:27:17
242,Shiva Store,Shiva,01-5431835,"Lalitpur 12, Chakrabahil",Chakrabahil,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/BHwGY7VxSvC3FP466,,,prospect,,2026-04-15 09:27:17
243,Saugal Food Center,Sonu Shrestha,"9860925090, 9841506400","Lalitpur 12, Saugal",Saugal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/imtGicJbqaqRa9h77,,,prospect,,2026-04-15 09:27:17
244,R & R Grocery Store,,"9841214124, 9808802389","Lalitpur 6, Okubahal",Okubahal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/phmWrNu5WvwwGErF7,,,prospect,,2026-04-15 09:27:17
245,Ibhan Store,Sujan Shrestha,9803387058,"Lalitpur 6, Sinchahity",Sinchahity,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Qh6mdwE8PokoFR5Q9,,,prospect,,2026-04-15 09:27:17
246,Sandesh Store,Sandesh,9849150325,"Lalitpur 13, Jawalakhel",Jawalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/b4sHwnciqtgsSUGx6,,,prospect,,2026-04-15 09:27:17
247,Shree Rakesh Store,,9841357852,"Lalitpur 4, Pulchok, Damkal Chakrapath Marga( Sumeru City Hospital Opposite)",Pulchok,Damkal Chakrapath Marga( Sumeru City Hospital Opposite),Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hwXzvUpGJxYmkg747,,,prospect,,2026-04-15 09:27:17
248,Saleways Departmental Store,Sudhir,9851023304,"Lalitpur 4, Jawalakhel",Jawalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/QRoan4vAKYF8SZCRA,,,prospect,,2026-04-15 09:27:17
249,Indra Cold Store,,01-5554615,"Lalitpur 19, Gabahal",Gabahal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/xrntMzahcnYSBcxD6,,,prospect,,2026-04-15 09:27:17
250,Bajracharya Store,,"9861051548, 015534838","Lalitpur 19, Gabahal",Gabahal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/VCsRvAtNazG3tanZ6,,,prospect,,2026-04-15 09:27:17
251,Shrestha Food Store,,015544344,"Lalitpur 16, Daubahal",Daubahal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/GbehsBMUm4uqeEZPA,,,prospect,,2026-04-15 09:27:17
252,Kirana Pasal,Dipak,9843101678,"Lalitpur 16, Pahapal",Pahapal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/ZkmH2i3Xj192B98C7,,,prospect,,2026-04-15 09:27:17
253,Saman Store,,01-5531042,"Lalitpur 8, Sundhara",Sundhara,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/cpo3G3cYVHnX2Axs8,,,prospect,,2026-04-15 09:27:17
254,Kirana Pasal,Ram Pukar Shah,9860888179,"Lalitpur 12, Saugal",Saugal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/roXYRUxWujBgcWJSA,,,prospect,,2026-04-15 09:27:17
255,I P Store,,,"Lalitpur 6, Saugal",Saugal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/EXbN49xBy6JoyPzg8,,,prospect,,2026-04-15 09:27:17
256,Bhim Tarkari Pasal,,9848584941,"Lalitpur 19, Ikhalakhu",Ikhalakhu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hXA6pbBj654sQWE59,,,prospect,,2026-04-15 09:27:17
257,Puja Kirana Khadhyanna Suppliers,,9813308651,"Lalitpur 6, Prayagpokhari",Prayagpokhari,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/qb2Vmc2jWv7NauLm7,,,prospect,,2026-04-15 09:27:17
258,Jay Ganapati Mini Store,,"9851159349, 9851159669","Lalitpur 17, Sichahiti",Sichahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/5wqsrqwfHZcpPSFM6,,,prospect,,2026-04-15 09:27:17
259,Kirana Pasal,Rabindra Karki,9851260447,"Lalitpur17, Jwarko",Lalitpur17,Jwarko,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/vNrYwnG2ciDDpiAm6,,,prospect,,2026-04-15 09:27:17
260,Kabin Khadya Bhandar,,"9803573682, 9860212427","Lalitpur 2, Imadol",Imadol,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/duhQKUpVHVzpat1m9,,,prospect,,2026-04-15 09:27:17
261,Shree Acharya Store,,9849053645,"Mahalaxmi 2, Imadol, Lalitpur",Mahalaxmi 2,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/aPa3P6vj3Wrxf13f6,,,prospect,,2026-04-15 09:27:17
262,Yesto Store and Mini Store,,015200454,"Mahalaxmi 2, Imadol, Lalitpur",Mahalaxmi 2,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/but1ArSDZQqgBz2VA,,,prospect,,2026-04-15 09:27:17
263,Sneha Dry Fruits,,9804814657,"Mahalaxmi 2, Imadol, Lalitpur",Mahalaxmi 2,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/ir5LcDKv6b6S23Hy7,,,prospect,,2026-04-15 09:27:17
264,Neupane Kirana Pasal,,9818844502,"Malaxmi 1, Ratomakai Chok, Lalitpur",Malaxmi 1,Ratomakai Chok,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/C9quV2BVoLGex9xeA,,,prospect,,2026-04-15 09:27:17
265,Dipak Store,Mohan Shah,9810341927,"Mahalaxmi 1, Imadol, Lalitpur",Mahalaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/dA5eamEgwdpVhQ8C6,,,prospect,,2026-04-15 09:27:17
266,Shree Shraddha Store,Sagar Thapa,9851072463,"Mahaxmi 1, Imadol",Mahaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/WTSHvy5aXzejcWeS8,,,prospect,,2026-04-15 09:27:17
267,Manjushree Masala Abd Dry Fruits,,"9851361340, 9803973867","Makaxmi 1, Imadol, Lalitpur",Makaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/de72AV5asXQPMinR8,,,prospect,,2026-04-15 09:27:17
268,Nunendra Store,,9851019136,"Mahalaxmi 1 Imadol, Lalitpur",Mahalaxmi 1 Imadol,Lalitpur,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/YADNAY99Sht5MCb86,,,prospect,,2026-04-15 09:27:17
269,Pokhrel Traders,Damodar Pokhrel,9851074780,"Mahalaxmi 1, Imadol, Lalitpur",Mahalaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/bFGWQhwQc4xmnQiz9,,,prospect,,2026-04-15 09:27:17
270,Chaurasiya Kirana Store,,"9823239272, 9808509313","Mahalaxmi 1, Imadol, Lalitpur",Mahalaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/MrscMh56SFvrkMuj7,,,prospect,,2026-04-15 09:27:17
271,Shuv Laxmi Store,,,"Mahalaxmi 1, Imadol, Lalitpur",Mahalaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/XgBE1Smn1uc8vkcY9,,,prospect,,2026-04-15 09:27:17
272,Balaji Kirana Masala Pasal,,9812008913,"Mahalaxmi 1, Imadol, Lalitpur",Mahalaxmi 1,Imadol,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/NjaoWAuBHBsdAxMKA,,,prospect,,2026-04-15 09:27:17
273,Ranjit Masala Udhyog,Gauri Das Ranjitkar,9841191922,"Lalitpur 13, Nakhhu",Nakhhu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/F9nGUR4ZUgEjz9du9,,,prospect,,2026-04-15 09:27:17
274,Pushpa Store,,,"Lalitpur 4, Nakhu",Nakhu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FLn8ZY7iozzRmv3y8,,,prospect,,2026-04-15 09:27:17
275,Fresh Vegetable Shop,Prem,9860101771,"Lalitpur 4, Nakhu",Nakhu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/9dfMecBmxuXy1bDC9,,,prospect,,2026-04-15 09:27:17
276,Samas Dairy and Suppliers,Bimarsha Timalsina,9842936433,"Lalitpur 13, Nakhu",Nakhu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Rs3k8zWsbMywq3tA6,,,prospect,,2026-04-15 09:27:17
277,Kusunti Dairy Center,,"9841174445, 9744238117","Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/C61RSDgmDi9xZXGj6,,,prospect,,2026-04-15 09:27:17
278,Bhimsen Store,Maheshwor Shrestha,9849644626,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/7Xrt3CRCZpRZcHFc6,,,prospect,,2026-04-15 09:27:17
279,Sujana Store,,9841795865,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/uLSKhQaSRJHXjeGP6,,,prospect,,2026-04-15 09:27:17
280,Ridam Store,Rupa Rai,9822768164,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/iwBpEJkfBH5CRUXU6,,,prospect,,2026-04-15 09:27:17
281,Kriss Store,,,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/nf8vpoZ8FuQa8Rzh7,,,prospect,,2026-04-15 09:27:17
282,Goma Store,Goma,9825703455,"Lalitpur 4, Bagdol",Bagdol,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/miV1sZ9Bt2JzxihT6,,,prospect,,2026-04-15 09:27:17
283,Variety Super Mart,,9851156373,"Lalitpur 4, Bagdol",Bagdol,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/zNsva5tqqjbjLuG58,,,prospect,,2026-04-15 09:27:17
284,Radhika Khadhyanna Store,,9841184635,"Lalitpur 4, Bagdol",Bagdol,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/EfV6p7Fvqfd5Jv1RA,,,prospect,,2026-04-15 09:27:17
285,Nima Store,,9843061677,"Lalitpur 4, Bagdol",Bagdol,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/EHNY6AHKdK1W65t36,,,prospect,,2026-04-15 09:27:17
286,Gopal Store,,9849809390,"Lalitpur 25, Phulbari Marg, Bhaisepati",Phulbari Marg,Bhaisepati,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Lwc3oFuGfQ2TUq4U9,,,prospect,,2026-04-15 09:27:17
287,Kirana Pasal,Anil Karki,9762784697,"Lalitpur 3, Sanepa",Sanepa,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/MSX1ywjJrJqXzjy19,,,prospect,,2026-04-15 09:27:17
288,Prakash and Brothers Kirana Pasal,,9851182612,"Lalitpur 8, Balkumari",Balkumari,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/inQcGREQrkyFb6Ti9,,,prospect,,2026-04-15 09:27:17
289,Balkrishna Stores,,,"Lalitpur 8, Bhalakhel",Bhalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/yTU8uNHggNbhBZhaA,,,prospect,,2026-04-15 09:27:17
290,Mahalaxmi Store,,,"Lalitpur 8, Bholdhoka",Bholdhoka,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/QZ7xgEii4scR9mJHA,,,prospect,,2026-04-15 09:27:17
291,Dhapakhel General Store,,9851411490,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/pJcjNbfPM8UYXbHg8,,,prospect,,2026-04-15 09:27:17
292,Jenisha Khudra Kirana Pasal,,9860468855,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/GeLbxiAKBYJQwUM49,,,prospect,,2026-04-15 09:27:17
293,Rabi Store,,"9808565772, 9703511750","Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/R1JzNh8gXC1r9Lt96,,,prospect,,2026-04-15 09:27:17
294,BRM Store,Balaram Maharjan,9849358427,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/X91kPFY1gE6rAXRd7,,,prospect,,2026-04-15 09:27:17
295,Shivam Cold Store,,9841442326,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/a8EuyFTLkMFqXKu29,,,prospect,,2026-04-15 09:27:17
296,Menuka Store,,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Vb5WfKN9piokGufe8,,,prospect,,2026-04-15 09:27:17
297,Anjali and Ambika Store,Gangaram,9841508615,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/yU6W2aU7JCtAbfFLA,,,prospect,,2026-04-15 09:27:17
298,Hukum Chidi Mart,Abhishek Bastola,9846482160,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/MbHjWYgJKcFbB6W39,,,prospect,,2026-04-15 09:27:17
299,Chaurasiya Kirana Store,Bharat Prasad,9818781950,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/mCQGbcvP2tHNU8cs6,,,prospect,,2026-04-15 09:27:17
300,Sabita Store,Shyam,9803428170,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/wj4xkbMYpxA4GmMXA,,,prospect,,2026-04-15 09:27:17
301,Sarita Store,Sarita Maharjan,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/5rcHsNn7duoUbqqm6,,,prospect,,2026-04-15 09:27:17
302,Tribeni Enterprises,,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/uXyr35FvyT6qdGbn9,,,prospect,,2026-04-15 09:27:17
303,Laxmi Kirana Store,,9860234407,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/ht89qvskSNUpKEHx8,,,prospect,,2026-04-15 09:27:17
304,Sabina Store,,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/XrFpAMf1zFxCNCsL7,,,prospect,,2026-04-15 09:27:17
305,Chaurasiya Traders,,9860233561,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/RqboBerNXuVr1nzMA,,,prospect,,2026-04-15 09:27:17
306,Timalsina Dairy Center,,"9843061577, 9843290570","Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/9dZHSFWVopLG4EiJ6,,,prospect,,2026-04-15 09:27:17
307,Rambabu Yadav Store,,"9818503499, 9746557350","Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/iPLrkFWz3bbLBo3G7,,,prospect,,2026-04-15 09:27:17
308,Tarkari tatha Kirana Pasal,,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Rbw9Na7K2p6KKnsF7,,,prospect,,2026-04-15 09:27:17
309,Sharma Store,Karan Sharma,9811538895,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/cJ5DCJYyWz5UuRaM6,,,prospect,,2026-04-15 09:27:17
310,Khadka Store,,"9841540750, 9851218806","Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/U3a2TUfvLNwvoc4B9,,,prospect,,2026-04-15 09:27:17
311,Maya Store,Shyam Prakash Shrestha,9823116639,"Lalitpur 24, Chautara, Dhapakhel",Chautara,Dhapakhel,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/dy7sTuJCnFW3Wu649,,,prospect,,2026-04-15 09:27:17
312,Aakriti Dairy and Kirana Store,,,"Lalitpur 24, Chautara, Dhapakhel",Chautara,Dhapakhel,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/gGq7GtVYnG66VcJP8,,,prospect,,2026-04-15 09:27:17
313,Mahalaxmi Store,Dipak Akestectar,"9813366063, 9863646956","Lalitpur 24, Bansghari",Bansghari,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/PMEWwrPF1U8ws8n98,,,prospect,,2026-04-15 09:27:17
314,Ranjana Kirana Pasal,,,"Lalitpur 23, Dhapakhel, Icimode",Dhapakhel,Icimode,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/CbWZFNoLKGhbFWqHA,,,prospect,,2026-04-15 09:27:17
315,Needs Agro Suppliers,,,"Lalitpur 23, Dhapakhel",Dhapakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/nSkcp4hFH2jGq2H66,,,prospect,,2026-04-15 09:27:17
316,Ilam Store,Dipendra,"9863838503, 9807318805","Lalitpur 15, Shantinagar",Shantinagar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/3h4gdQTAFjjFitpS9,,,prospect,,2026-04-15 09:27:17
317,New Bhadrakali Dairy n Grocery Shop,,9861387735,"Lalitpur 15, Khumaltar, Shantinagar",Khumaltar,Shantinagar,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/M6YSNCny2WkBecMD9,,,prospect,,2026-04-15 09:27:17
318,Sudhan Store,,9840235981,"Lalitpur 23, Khumaltar, Dhapakhel",Khumaltar,Dhapakhel,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/bzn2T5Toe7n9WCkF7,,,prospect,,2026-04-15 09:27:17
319,Gita / Shrestha Kirana Pasal,,"9843056864, 9803251884","Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Gm5PsDwejb49rTSn6,,,prospect,,2026-04-15 09:27:17
320,Ramechap Kirana n Tarkari Pasal,,"9849868402, 9863391449","Lalitpur 23, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/7LrWHdxh164F4Vq67,,,prospect,,2026-04-15 09:27:17
321,Diya Khadya Store and Mart,,9864258929,"Lalitpur 15, Khumaltar, Dholahiti",Khumaltar,Dholahiti,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/9aryzsyDfBapLLpy5,,,prospect,,2026-04-15 09:27:17
322,Sophia Store,Rajkumar Ghale,9843129540,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/tzjoUukbUfPhBCkD6,,,prospect,,2026-04-15 09:27:17
323,Krishika Dairy n Kirana Pasal,,9741665964,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/85VjJcodk6TMxP6i8,,,prospect,,2026-04-15 09:27:17
324,Raj Kumar Store,,9841742773,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/zVDkDTdUZp6uHBxT9,,,prospect,,2026-04-15 09:27:17
325,Ishan Kirana Store,,,"Lalitpur14, Dholahiti",Lalitpur14,Dholahiti,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hdui1JDho9UXPEXy6,,,prospect,,2026-04-15 09:27:17
326,Lajima Store,Sunil,9841439538,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/f,,,prospect,,2026-04-15 09:27:17
327,Mahalaxmi Store,,9841853004,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/cpH78Gg77H9yCobZ8,,,prospect,,2026-04-15 09:27:17
328,Shubham Store,,9864352641,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/vzmUzJYamwwpasv98,,,prospect,,2026-04-15 09:27:17
329,Ishya Store,Lalita,9849274615,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/emgMohkaVRad6a7Q7,,,prospect,,2026-04-15 09:27:17
330,Aesorya Enterprises,,9823635340,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/mqiDY6aA1jsoJ1Hk8,,,prospect,,2026-04-15 09:27:17
331,Bindabasini Masala Pasal,Kedar,9841713912,"Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/7LMZ8AUTDBwhXYT5A,,,prospect,,2026-04-15 09:27:17
332,Santaneshwor Dudh Dairy,,"9851064131, 9851092045","Lalitpur 15, Khumaltar",Khumaltar,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hmguWaziC2KmtoMUA,,,prospect,,2026-04-15 09:27:17
333,New Sharma Stores,,9841858251,"Lalitpur 26, Dholahiti",Dholahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/8iCzUnscSEZ9LZ1F6,,,prospect,,2026-04-15 09:27:17
334,Dinesh Store,,9849187923,"Lalitpur 26, Dholahiti",Dholahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FUk5aUxVbGoWjx8o7,,,prospect,,2026-04-15 09:27:17
335,A K Phalphul tatha Kirana Pasal,,9861748601,"Lalitpur 26, Dholihiti",Dholihiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/cZvzthFMbftJnkFZ6,,,prospect,,2026-04-15 09:27:17
336,Ramit Dudh Dairy Tatha...,,9849427790,"Lalitpur 26, Dholahiti",Dholahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/oQFGUg3vB8tHPsh36,,,prospect,,2026-04-15 09:27:17
337,Panchamrit Organic Suppliers,,"9820232945, 9813343157","Lalitpur 26, Chibahal Gate",Chibahal Gate,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/K6rBTMWocTxTxJ3Q6,,,prospect,,2026-04-15 09:27:17
338,Simako Store,,9841398428,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/D1ey5ZN7gKmfZmhQ8,,,prospect,,2026-04-15 09:27:17
339,Shyam Store,,9869133979,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/gLq5SFSqjMipgaWp6,,,prospect,,2026-04-15 09:27:17
340,Monalisha Store,,9841789572,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/EGsve1sNdhmy2rwM9,,,prospect,,2026-04-15 09:27:17
341,Lapsi House,,9841929170,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/UkqvD5eKTgmPxzdN8,,,prospect,,2026-04-15 09:27:17
342,Jashmin Store,,9841923094,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/VE3dEi5qtJvT5afu6,,,prospect,,2026-04-15 09:27:17
343,Nanda Kumari Store,,9849627981,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/BasVrP4aZuiNy5L3A,,,prospect,,2026-04-15 09:27:17
344,Chini Kaji Pasal,,01-5573275,"Lalitpur 26, Sunakothi",Sunakothi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/HV6rpJfRYNmscWpw8,,,prospect,,2026-04-15 09:27:17
345,New Thapa Store and Enterprises,,9841444905,"Lalitpur 26, Dholahiti",Dholahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/DVPpsC4VXk1th6NM8,,,prospect,,2026-04-15 09:27:17
346,Biscuit Pasal(laxmi Business House),,9702600233,"Lalitpur 26, Dholihiti",Dholihiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/XD1Z8hUwKo7nNP9J9,,,prospect,,2026-04-15 09:27:17
